hour french bread,	breads,active_dry yeast water degrees bread_flour cups salt egg_white for_glaze water for_glaze,0
hour salad,	salads,egg_yolks beaten sugar vinegar butter pineapple_tidbits drained minature_marshmallows oranges whipping_cream,0
hour vegetable salad,	salads,lettuce chopped salt pepper and sugar eggs hard_cooked and sliced peas frozen thawed bacon cooked_crisp crumble natural_swiss cheese shred mayonnaise green onion slice with_tops paprika,0
dollar cookie recipie,	cookies	breads,_lb margarine sugar sugar brown eggs chocolate_wafer bar oatmeal dry all_purpose flour salt baking_powder baking_soda chocolate_chips semisweet vanilla_extract walnuts,0
king ranch casserole,	casserole	chicken	frozen,frying_chicken can cream_of mushroom_soup can cream_of chicken soup can rotel tomatoes green_chilies diced chicken_broth corn_tortillas onion chopped cheese grated,0
-- ziti  casserole,	m	a	i	n	d,ziti ground_beef chopped onions sliced_mushrooms cloves_garlic minced sour_cream spaghetti_sauce red_wine oregano salt pepper mozzarella_cheese shredded,0
-- ziti  casserole,	m	a	i	n	d,ziti ground_beef chopped onions sliced_mushrooms cloves_garlic minced sour_cream spaghetti_sauce red_wine oregano salt pepper mozzarella_cheese shredded,0
step blueberry cheese cake,	desserts,oz_cream cheese sugar vanilla eggs graham_cracker crust blueberry_pie filling,0
casserole,	prodigy	dec.,garbanzo_beans lentils great_northern whites pinto_beans kidney_beans lipton french onion soup generous_tbsp kozlowski farms south_of the_border fat dressing hain honey barbeque_sauce,0
oregon hazelnut soup,	soups,chicken_stock lentils chopped onions chopped carrots chopped celery garlic_cloves coriander fenugreek cumin water oregon_hazelnuts toasted chopped mixed pepper_corns roux,0
cheesecake,	cheesecakes,cheam cheese softened sugar vanilla eggs grahamcracker crust,0
cake,	cakes	desserts,marshmellows cut_up cherries red green chopped_walnuts graham_wafers crushed eagle_brand milk,0
chili cornmeal chicken,	poultry etc	chili,cornmeal allpurpose_flour chili_powder ground_cumin dried_oregano salt cayenne_pepper chicken_breasts boneless skinless vegetable_oil,0
lamb grill for two,	lamb,lowsodium_soy sauce sesame_oil green onion chopped garlic_clove minced gingerroot minced pepper lamb_loin chops salt,0
pepper corn paella vegetarian dish,	vegetables	main dish	vegetarian,vegetable_oil onion chopped garlic_cloves minced shortgrain_rice turmeric vegetable_stock warm salt pepper sweet_red pepper sweet green pepper plum_tomatoes corn_kernels fresh_parsley chopped,0
turkey piccata,	poultry etc,egg allpurpose_flour lemon_rind grated salt dried_thyme pepper turkey scaloppine butter olive_oil fresh_parsley chopped,0
beef stroganoff,	low-fat	beef,nonstick_cooking spray round_steak cut_into in_strips water mushrooms sliced canned dry onion soup_mix yogurt plain lowfat flour noodles egg cooked,0
bs restaurant tomato soup,	soups	copycat,diced tomatoes chicken_broth butter sugar chopped onion baking_soda milk,0
garlic turkey from the stinking ros,	poultry,turkey butter olive_oil sage fresh chopped garlic_cloves crushed salt pepper garlic_cloves peeled wine white stock chicken flour,0
diabetic fudge,	low-cal	chocolate	desserts,stick_oleo chocolate liquid_sweetener plus tsp vanilla cream_cheese softened nuts chopped,0
-- lasagna,	d	i	a	b	e,chopped onions sliced_mushrooms diced green_peppers parsley_flakes each basil oregano chili powder mozzarella_cheese garlic_clove minced chopped carrots tomatoes dried_rosemary grated_romano cheese cottage_cheese,0
-- baked  chicken   apples,	d	i	a	b	e,chicken cut_up salt pepper chicken_bouillon cube boiling_water apple_juice sliced fresh green_beans rench style diced peeled apples flour ground_cinnamon bread,0
diabetic easter fudge,	low-cal	chocolate	desserts,sq_unsweetened chocolate evaporated_milk vanilla artificial liquid_sweetener vanilla chocolate artificially sweetened pudding powder tsp finely_chopped nuts,0
diabetic fudge,	low-cal	chocolate	desserts,stick_oleo chocolate liquid_sweetener plus tsp vanilla cream_cheese softened nuts chopped,0
cajun blackened spice mix  blackene,	spice mix	seafood,paprika salt onion powder garlic_powder cayenne_pepper white pepper black_pepper thyme oregano sage white fish_fillets vegetable_oil,0
aunt catherines italian cookies,	cookies	italian,flour cream eggs crisco almond_extract cinnamon sugar milk stick_oleo baking_powder nuts chopped icing,0
bean salad,	salads,eden_brown rice_vinegar eden red_wine vinegar eden_extra virgin_olive oil eden_barley malt eden_shoyu _oz can_eden pinto_beans drained _oz can_eden black kidney_beans drained _oz can_eden navy_beans drained _oz can_eden garbanzo_beans drained cucumber peeled cut_in lengthwise strips and sliced red_radishes cut_in half_and sliced stalks celery sliced green_onions sliced_diagonally green pepper diced bunch fresh_parsley chopped_fine oregano thyme basil mint,0
spice tamales,	mcdougall	main dish	vegetarian,tofu crumbled chinese spice_powder cayenne_pepper onion dried bell_pepper chopped mustard prepared soy_sauce,0
fat-free recipes,	digest	dec.	text	reference,none,0
chocolate plunge for fresh fruit,	sauces	chocolate,karo_light dark_corn syrup heavy whipping_cream baker semi_sweet chocolate pkgs each baker german_sweet chocolate,0
chimichangas,	southwest	tex-mex,bacon_grease chopped shredded cooked beef pork chicken onion diced garlic_cloves minced tomatoes chopped each chopped green_chilies peeled boiled potato diced salt dried_oregano tsp chili_powder to_taste minced fresh_cilantro flour_tortillas warmed vegetable_oil shredded_cheddar cheese sour_cream guacamole salsa shredded_lettuce chopped tomatoes sliced ripe_olives,0
poor mans perogi,	casserole,potatoes peeled cubed onions chopped sticks_butter velveeta_cheese lasagna_noodles,0
sauce,	other sauce,dark_raisins chopped_dates vinegar spaghetti_sauce mix chili_powder salt apple_juice lemon_juice garlic salt dried minced onion water,0
vaguely middle eastern vegetarian stuf,	ethnic	vegetarian,basmati_rice turmeric lentils raisins may_use currants raisins apricots toasted_almonds coarsely_chopped onion diced green red_bell pepper diced cloves_garlic minced eggs beaten extra_virgin olive_oil cabbage sauce,0
cajun chops,	cajun	pork,boneless_pork chops cut inch_thick paprika hungarian is_best seasoned_salt rubbed_sage cayenne_pepper black_pepper garlic_powder butter,0
second chocolate mousse,	mousses	chocolate,chocolate_chips heavy_cream egg whipped_cream vanilla,0
"the best ""greek chicken"" in the world",	greek	chicken,whole_chickens idaho baking potatoes olive_oil lemons cut_into wedges salt and pepper fresh oregano generous amount stick_butter,0
pork tenderloin diane,	pork,pork_tenderloin cut_crosswise into pieces lemon pepper butter lemon_juice worcestershire_sauce dijonstyle_mustard finely_chopped chives parsley whole chives for_garnish,0
spanish roast,	spanish	beef	chocolate,roast flour oil onion sliced_thin into_rings salt black_pepper whole_cloves vinegar whole bay_leaf cinnamon catsup water semisweet baking chocolate grated,0
stuffed manicotti,	italian	pastanoodle,pkg manicotti pkg frozen chopped spinach thawed and_drained chopped onion instant chicken_bouillon clove_garlic minced thyme ricotta_cheese curd_cottage cheese eggs beaten grated_parmesan cheese oregano fresh_mushrooms sliced and sauteed _oz can_tomato sauce shredded_mozzarella cheese alternate meat filling,0
 layer  salad,	salads,head_lettuce celery diced onion diced peas well_drained tbsp sugar mayonnaise hellmann grated_parmesan cheese canned slices_crisp bacon crumbled,0
grain corn muffins,	breads	quick,cooked_am _grain cereal water maple_syrup am_unrefined vegetable_oil sea_salt optional instant oatmeal original yellow_cornmeal,0
grain vegetable  brown rice loaf,	main dish	vegetarian,raw_cashew nuts box quick brown_rice vegetable _herb cooked cooked_am _grain cereal soy milk onion chopped wheatgerm am_canola oil soy_sauce sea_salt optional minced parsley thyme ground celery_seed ground sage onion powder garlic_powder,0
layer bars,	cookies	desserts,butter graham_cracker crumbs semisweet_chocolate chips butterscotch_chips flaked_coconut walnuts chopped sweetened_condensed milk,0
layer mexican dip,	dips,refried_beans jalapenos chilies tomatoes or_more onion optional sour_cream avacados taco_seasoning shredded cheese mozzarlla olives,0
or grain bread abm,	digest	oct.	abm,watermilk fruit juice_concentrate honeymaple syrup tsp salt tbs vital_gluten opt grain_cereal whole_wheat flour yeast,0
up cake,	none,butter softened sugar eggs flour lemon extract confectioner sugar,0
taco dip,	dips	mexican	ethnic,jalapeno bean_dip ripe_avocados mashed with lemon sour_cream with taco_seasoning each shredded jack and cheddar_cheese tomatoes chopped_fine green onion_tops chopped black_olives,0
apple dumplings,	breads	apples,sugar large apples cinnamon can biscuits nutmeg nutmeg stick_butter cinnamon butter,0
lemon cheesecake strawberry glaze,	cheesecakes	strawberry,crumb_crust graham_cracker crumbs butter melted powdered_sugar cinnamon filling unflavored_gelatin sugar divided eggs beaten lemon pudding pie_filling water not_instant strawberry_glaze strawberry_jelly melted unsweetened frozen thawed fresh_strawberries whole strawberries,0
punch,	improv	kohl	beverages,pineapple_juice juice_of lemons orange_juice mint_leaves water sugar bananas mashed to_stretch frozen_strawberries,0
fried bananas almandine,	desserts	banana	chocolate,bananas peeled almonds sliced chocolate sauce orange_liquor gran marnier triple_sec butter clarified as_needed,0
-- almond  poppy  seed  bread,	b	r	e	a,flour sugar salt baking_powder poppy_seed eggs milk oil vanilla almond_extract,0
norway rice cream,	norway	desserts	norwegian,milk long_grain rice sugar salt heavy_cream berries,0
flan,	desserts,sugar egg_yolks up_to,0
minute dinner rolls,	breads,sugar salt active_dry yeast milk water margarine,0
soft pretzels,	appetizers,allpurpose_flour unsifted sugar salt active_dry yeast water water egg_yolk beaten coarse_salt,0
cape cod clam  corn fritters,	corn	seafood,eggs well_beaten clam liquid milk oil flour baking_powder salt to_taste welldrained kernel_corn welldrained minced_clams,0
a   stir  fry,	kaz,boneless lean meat like skinned chicke pork loin beef flank_steak round_steak top trim_fat and cut large piece into_thi low_sodium soy_sauce water garlic corn_starch fresh frozen vegetables bird eye farm fresh mixture require chop into_bitesize pieces thin_strips low_sodium soy_sauce low_sodium chicken_broth sugar corn_starch meat,0
a  good  relish,	kaz,green tomatoes dozen salt onions,0
a  pie  cake,	kaz,flour white sugar granulated light_brown sugar shortening butter baking_powder baking_soda egg sour milk,0
"a  pot  of  greens   ""southern  style""",	kaz,fresh collards mustard turnip_greens,0
a  quick  way  to  decorate  cake,	kaz,marshmallows vanilla to_taste green_food coloring red_hots box_of cornflakes white angel_food cake,0
a  rice  krispy  treat,	kaz,rice_krispie cereal corn oil margarine bag_miniature marshmallows,0
"a ""boiled"" dinner",	pork	soups/stews,pounds pork_spareribs hot_water potatoes pared_and halved canned cooked green_beans with_liquid salt pepper,0
a cake,	cakes,butter milk vanilla sugar salt flour baking_powder eggs unsweetened_chocolate confectioners_sugar egg beaten vanilla,0
a fudge,	candies	christmas,powdered_sugar cocoa salt milk vanilla_extract butter nuts chopped,0
a marmalade,	condiments	jams,sour oranges grapefruit granulated_sugar day,0
a bag of bean tricks,	beans	soups	text,text_only,0
a batch of bubbles,	kids	information	misc.,liquid detergent preferably dawn water sugar lycerine can_be purchased in_most pharmacies,0
a bloomin onion,	appetizers	vegetables,water ice water boiling eggs beaten flour cracker_crumbs,0
a bowl o red,	soups/stews	vegetables	chili,chilies cold_water soy textured_vegetable protein oil onion chopped garlic minced cumin red_pepper paprika water,0
a buche de noel   --   french yule log cake,	xmas	holidays	cakes	french,this file completes the directions,0
a buche de noel   --   french yule log cake,	xmas	holidays	cakes	french,this file completes the directions,0
a christmas potpourri victoria magazine,	christmas	kooknet,fresh juniper sprigs with berries red rosebuds bay_leaves cinnamon chips cloves drops rose oil drops pine oil drops cinnamon oil orrisroot chips whole dried rose blossoms threeinch cinnamon_sticks assorted pinecones painted gold,0
a different meatloaf,	hamburger	meats	beef,ground_chuck egg beaten cheddar cut_in small_cubes optional onion chopped green pepper chopped stalk_celery sliced_thin lots black_pepper freshly ground dash_paprika seasoned_salt milk breadcrumbs italianstyle slices_bacon,0
a different sauerbraten,	beef/veal	germany	german,bacon slices beef_roast flour carrots celery_stalks onions sour_cream bay_leaves salt and pepper_to taste,0
a dilly-of-an-onion bread a b m,	breads	breadmakers,bread_flour water chopped onion sugar dried_dill vegetable_oil salt paprika dry_yeast,0
a gahntze tzimmes,	beef	jewish,lbs boneless brisket schmaltz rendered_chicken fat carrots _lb prunes pitted _lb dried_apricots lemon thinly_sliced sweet_potatos juice_of orange boiling_water brown_sugar flour,0
a glossary of edible flowers,	what,none,0
a healthier penne vodka,	pasta	low-fat,absolut vodka butterflavored pam can plum_tomatoes chopped basil vodka cheap stuff is_okay nondairy fatfree coffee mate nonfat cream_cheese _lb penne_pasta nonfat cheddar_cheese shredded crushed_red pepper_flakes,0
a la recherche de lorange perdue,	beverages	france	submitted,rum jamaican dark vermouth dry white sweetened lime_juice orange quartered juice_from lime orange bitters orange_liqueur ice_cubes orange_marmalade,0
a lucky accident,	soups	appetizers	vegetables	diane's,carrots diced parsnips diced turnip cut_in chunks celery_stalks diced celery leaves from onion stuck_with cloves tomatoes with_liquid tomato_paste flatleaf_parsley bay_leaf fresh_rosemary and thyme black_peppercorns,0
a most excellent relish,	relishes	condiments,green tomatoes dozen salt onions,0
a red chili nightmare,	chili,pinto_beans dried water lard bacon_drippings onion pork sausagecountrystyle beef coarse_grind garlic_cloves anise coriander_seeds fennel_seeds cloves ground cinnamon_stick ground black_pepper freshly_ground paprika nutmeg ground whole cumin oregano dried pref mexican sesame_seeds almonds blanched skins remov red_chiles whole dried or_hile caribe milk chocolate small_pieces tomato_paste vinegar lemon_juice soft tortilla chopped salt,0
a simple dressing,	dressings,vinegar oil lemon juice_of onion minced ketchup sugar paprika scant salt,0
a stewed pork  purple sweet potatoes,	new	text	import,boneless_pork loin cut into_inch pieces essence olive_oil chopped onions chopped bell_peppers chopped celery salt and black_pepper flour purple sweet_potatoes peeled_and cubed veal_stock chopped green_onions shredded sweet_potato chopped green_onions brunoise_red peppers,0
a to z of spices part,	info/tips	spices,no_ingredients,0
a trio of pizzas abm,	italian	main dish	kooknet	cyberealm,pesto_sauce water or_more if_needed olive_oil flour cornmeal salt yeast oilpacked_sundried tomatoes with oil sundried_tomato paste water or_more olive_oil flour cornmeal salt yeast garlic paste water or_more olive_oil flour cornmeal salt yeast pizza_sauce parmigianoreggiano_cheese grated,0
a very tasty chili recipe,	beef	meats	soups/stews,dried red new_mex chiles chipotles habanero cloves_garlic ground_cumin dried origano vegetable_oil onion chopped _lb minced beef _oz can _oz can tomatoes kidney_beans,0
caribou steak,	game	caribou	steak	jw,caribou_steak butter divided onion chopped sherry worcestershire a_steak sauce chopped chives chopped parsley salt pepper brandy,0
a-maize-ing chowder,	soups	low-fat	lunch,sliced leek onion sliced carrot baking potato_cubed defatted_chicken broth evaporated_skim milk frozen whole_kernel corn chopped parsley salt pepper_to taste,0
acs potato rolls,	creole	breads,active_dry yeast water warm milk scalded potatoes mashed vegetable_shortening salt eggs well_beaten flourallpurpose butter melted,0
ajfoyts chili,	chili	meats,stewing_beef cubed chorizo spanish sausage large onions diced cloves_garlic minced jalapeno_pepper peel diced olive_oil cayenne chili_powder tomato_sauce each salt water mexican_beer,0
aaktay,	breads,white cornmeal whole_wheat flour allbran_cereal cinnamon ginger salt baking_soda walnuts chopped dates chopped powdered skim_milk buttermilk honey orange unpeeled rhubarb chopped margarine to_grease cans empty cans,0
aam lhassi,	beverages	indian	vegetarian,diced fresh mango orange_juice chilled clear_honey rich milk chilled garden rose_petals optional,1
aaron tippins hillbilly chili,	chili,lean_ground beef salt and pepper_to taste tomatoes crushed pinto_beans chili seasoning chili_powder to_taste jalapeno_pepper juice taste vinegar,0
ab fab artichoke dip/sandwich filling ovo la,	digest	dec.,frozen_artichoke hearts italian_herbs balsamic_vinegar olive_oil onion chopped_fine garlic_cloves peeled_and quinched into little pieces package_of mushrooms liced or_so parmesan_cheese spoonsfuls mayo and sour_cream worcestershireshshchestshire you_know what_i mean,0
abalone salad,	seafood	salads,head red leaf_lettuce bunch_arugula small_head radicchio fresh_shiitake mushrooms chinese_pea pods fresh medium abalone limes or_more juice_only fresh_gingerroot freshly_ground pepper rice_vinegar dark_soy sauce extravirgin_olive oil salt pepper lime lemon_wedges opt,0
abba zabba,	sandwiches	mexican,whole_wheat tortilla peanut_butter applesauce raisins cinnamon,0
aberffraw cakeswelsh,	bread	welsh,flour butter castor_sugar,0
abidjan cabbage salad,	salads	snacks	appetizers	african,thinly_sliced cabbage shredded_carrot pineapple_chunks juice_of lemon juice_of orange salt vegetable_oil,0
abilene tx annual chili super bowl,	meats	tex-mex	chili,lean_ground beef brown_sugar thyme salt cumin_seed garlic_powder bay_leaves cilantro oregano mexican preferred italian cayenne_pepper paprika v_juice onions chopped peeled tomatoes mexican style for extra kick pinto kidney_beans you_like beans your chili,0
abm beignets,	breakfast	desserts	kooknet	cyberealm,water egg oil nonfat_dry milk powder nutmeg salt bread_flour yeast powdered_sugar,0
abm foolproof maple oat bread for the,	breads,yeast oats flour bread salt dough_enhancer optional oil eggs syrup maple_flavored water warm,0
abm foolproof white bread for the,	breads,yeast flour bread salt sugar dough_enhancer optional oil eggs water warm,0
abm mustard wheat rye,	breads,yeast bread_flour whole_wheat flour rye_flour gluten dijon_mustard water lecithin_granules molasses,0
abm whole wheat bread,	abm	breads,active_dry fastrise yeast whole_wheat flour bread_flour wheat_germ sunflower_seeds salt vegetable_oil mild molasses plus water yeast whole_wheat flour bread_flour wheat_germ sunflower_seeds salt oil molasses plus water raisins or_alnuts chopped pricots chopped,0
abobong manok chicken adobo,	chicken	phillipines	submitted,chicken pieces soy_sauce vinegar white garlic head bay_leaves peppercorns salt to_taste,0
about bagels -- general directions a,	breads,text,0
about bagels -- general directions a,	breads,text,0
about bagels -- general directions a,	breads,text,0
about bagels -- general directions a,	breads,text,0
about bagels -- general directions,	breads,text,0
about freezing blueberries,	digest	july	text file,text_file,0
about miso,	text file	digest,text_file,0
about quick breads,	breads	crocker,see_below,0
about yeast breads baking tips,	info	crocker,see_below,0
absolute stress,	alcohol	beverages	mixed drink,malibu rum absolut vodka peach_schnapps cranberry_juice pineapple_juice,0
absolutely apricot,	abm	fruits	misc,yeast active_dry bread_flour dry milk salt butter apricot_jam dried_apricots chopped water,0
absolutely deep dark chocolate fudge cookies,	biscuits,stephen_ceideburg unsweetened_cocoa allpurpose_flour baking_soda salt semisweet baking chocolate broken unsweetened baking chocolate broken firmly_packed light_brown sugar unsalted_butter eggs vanilla semisweet_chocolate chips whipping_cream unsalted_butter granulated_sugar semisweet baking chocolate broken,0
academie de cuisine tenderloin of beef,	beef,beef_tenderloin,0
acadian eight bean chili      annie rosenswei,	chili,each of_the following beans kidney white pink black pinto cranberry navy bacon onions peeled_and chopped garlic minced coriander_seeds toasted and ground cinnamon paprika cayenne_pepper to_taste for_the timid tongue dried poblano_chili peppers ground italian tomatoes wjuice beer lean_ground beef salt to_taste,0
acapulco chicken,	poultry	mexican,canned unsalted chicken_broth defatted olive_oil ground_cumin pickling_spice red_bell pepper sliced boneless_skinless chicken_breast halves yellow_bell pepper sliced minced jalapeno_chili with seeds onion halved thinly_sliced rice_wine vinegar fresh_cilantro leaves garlic_cloves minced,0
acapulco chicken enchilada,	poultry,chicken cooked shredded scallions wgreen minced almonds chopped blanched salt enchilada chili_sauce fresh corn_tortillas sour_cream shredded_cheddar cheese sliced ripe_olives sour_cream and scallions vegetable_oil onion chopped green_bell pepper chopped garlic_clove minced tomato_paste water chili_powder or_more salt dried_oregano,0
acapulco sunrise,	mexican	beverages	alcoholic	dkuhnen msn	alcohol,tequila lime_juice curacao creme_de cassis club_soda lime slice to_garnish,0
acceptable emergency substitutions,	hints/info,cinnamon nutmeg ground cloves chervil chives tarragon parsley soy_sauce mashed anchovies ground_cinnamon ground cloves fennel_seed star_anise szechwan_peppercorns oregano marjoram thyme basil rosemary sage cinnamon ground_ginger ground_nutmeg ground_mace ground cloves granulated_sugar superfine_sugar ground_cinnamon dates prunes dried_apricots lemon_juice tomato_paste water rice_vinegar or_hite wine_vinegar sugar salt,0
accra saltfish cakes,	trinidad	appetizers	fish	upload,active_dry yeast water warm _lb codfish salt boneless flour allpurpose sugar granulated onions finely_chopped garlic_cloves chopped_fine pepper hot seeded chopped_fine chives chopped_fine salt to_taste pepper black to_taste oil vegetable,0
aceite o manteca de achiote annato oil or la,	caribbean	condiments	upload,oil vegetable annatto_seeds,0
aceitunas rellenas stuffed olives,	appetizers	mexican,can pitted_olives can anchovy_fillets cut_in small_pieces can chopped pimentos clove_garlic mashed pressed wine_vinegar olive_oil oil from anchovies minced parsley,0
achara zuke turnips in vinegar dressing,	side dish	vegetables,white turnips salt dried red_pepper square_kombu washed rice_vinegar white_vinegar sugar soy_sauce,0
achiote marinade  barbecue sauce for beef,	other sauce,stephen_ceideburg red_wine vinegar water ground_cumin garlic_cloves minced achiote_paste crushed_red pepper salt and black_pepper to_taste olive_oil dried_pasilla chile boiling_water achiote_paste olive_oil of_the marinade,0
ackee codfish,	kaz,tin _lb salted cod fish onion chopped black_pepper to_taste ackee,0
acorn  squash,	kaz,acorn brown_sugar sausage squash,0
acorn bread,	native amer	breads,acorn meal flour baking_powder salt sugar egg beaten milk oil,0
acorn squash  apple soup,	soups	low-cal,med acorn_squash degreased chicken_stock tart green apples chopped onion unsweetened_apple juice grated peeled fresh_ginger salt fresh lemon_juice freshly_ground white pepper plain_non lowfat_yogurt snipped_fresh chives shredded fresh_basil,0
acorn squash  wild rice,,acorn_squash _lb small brussels_sprouts olive_oil diced onion fennel_seeds dried_marjoram minced fresh_sage fresh orange_juice fresh lemon_juice freshly_grated pepper cooked_wild rice,0
acorn squash  wild rice plhol,	grains,acorn_squash _lb small brussels_sprouts olive_oil diced onion fennel_seeds dried_marjoram minced fresh_sage fresh orange_juice fresh lemon_juice freshly_grated pepper cooked_wild rice,0
acorn squash bake,	side dish	white wine,acorn_squash cut_in half butter_or margarine honey salt dry_white wine,0
acorn squash in roasted apples,	new text im	tvfn	tvfn-chef d,acorn_squash peeled_and chopped pippin_apples cut_in half_horizontally chicken_stock butter brown_sugar heavy_cream walnut oil cinnamon ground_ginger,0
acorn squash rings,	vegetables,acorn_squash unsweetened orange_juice firmly_packed brown_sugar brown_sugar twin equal light_corn syrup oleo grated_lemon rind,0
acorn squash rings cranberries  apples,	vegetables	christmas,squash acorn butter cranberries sugar brown packed apple finely_chopped cornstarch water cold,0
acorn squash soup,	soups,acorn_squash carrots sliced onion sliced water butter allpurpose_flour salt tsp pepper chicken_broth sherry ground_nutmeg paprika ground_allspice red_pepper halfandhalf sherry optional,0
acorn squash stuffed apple couscous,	fruits	vegetarian,couscous apple_juice prunes pitted chopped dried_cranberries dried apples apple_juice concentrate thawed cardamom ground maple_syrup acorn_squash halved seeded pecans toasted chopped optional,0
acorn squash cranberry stuffing,	vegetables	lo/no-fat,acorn_squash onion finely_chopped celery_rib finely chopped salt pepper allspice apple cored_and diced apple_juice divided_use cranberries fresh or_rozen raisins brown_sugar bread torn_into pieces nuts coarsely_chopped,0
acorn squash pine nuts,	main dish	vegetarian,acorn_squash halved pine_nuts garlic_clove minced green_onions sliced oil mushrooms sliced zucchini diced yellow_squash diced tomatoes diced lemon_juice oregano basil salt black_pepper,0
acorns,	cookies,butter melted brown_sugar firmly_packed pecans chopped_fine llpurpose_flour sifted baking_powder semisweet_chocolate chips,0
acquasale sweet pepper sauce,	main dish	italian	pasta	appetizers	sauces,olive_oil red onion finely sliced garlic_clove finely minced red_bell peppers roasted ribs membranes seeds removed cut_into slices tomatoes seeded cut_into chunks salt fresh breadcrumbs optional,0
acrats de morue catfish fritters,	martinique	fish	appetizers	upload,flour allpurpose salt eggs butter unsalted melted cooled milk whole _lb salt codfish pepper hot seeded scallions chopped_fine garlic_cloves crushed parsley chopped thyme allspice berry ground pepper black to_taste oil vegetable,0
ada french sponge cookies,	cookies	desserts	low-cal,sifted_cake flour baking_powder salt eggs separated almond_extract vanilla_extract sugar,0
adaisavory indian pancakes,	digest	indian,mixture_of dhals long_grained rice salt to_taste,1
adams  favorite  dessert   kolacky,	kaz,unsalted_butter confectioners sugar egg almond_extract vanilla_extract solo fruit filling sifted_flour additional_powdered sugar yolks,0
adapted pickle juice rye,	abm	breads,bread_flour fleischmann active_yeast sour dill brine water warmed degrees crisco sugar salt dry dill_weed med rye_flour caraway_seeds egg room_temp,0
add rotel to your favorite recipes,	info,no_ingredients,0
adobe mexican smoked chili marinade,	marinades,punky smcdf oranges juice_of lime juice_of chipotle_chiles canned chopped garlic finely_chopped oregano crushed cumin_seeds black_pepper wine_vinegar salt,0
adobo mexican smoked chile marinade,	condiments	spices	mexican	marinades,oranges lime canned_chipotle chilies to_taste cloves_garlic dried_oregano cumin_seed black_pepper wine_vinegar salt,0
adobo smoked chile marinade,	marinades,cloves garlic unpeeled dried chiles_anchos stemmed seeded deveined about ounces dried chiles_guajillos stemmed seeded deveined about ounces inch_stick cinnamon about ground clove a_pinch ground black_peppercorns scant ground bay_leaves broken_up cumin_seed ground dried_oregano dried_thyme salt cider_vinegar,0
adobo kang kong,	pork	poultry,vinegar cider garlic crushed black_pepper rock_salt kang kong approximately onion chopped soy_sauce to_taste pork chopped water,0
adobo sauce,	sauces	marinades	mesamexican	lnet,ancho_chiles wiped_clean white_vinegar water olive_oil onions thinly_sliced garlic_cloves sliced ground_cumin chicken_stock brown_sugar orange_juice lemon_juice tomato_paste black_pepper freshly_ground,0
adobong isda fish in tangy sauce,	fish,hito catfish dressed pickerel trout cloves_garlic crushed vinegar water salt pepper bay_leaf cooking_oil,0
adobong pusit,	seafood,small fresh_squids native_vinegar cloves_garlic salt and pepper_to taste mediumsized onion sliced mediumsized tomatoes chopp salt and pepper for seasonin vetsin monosodium glutamat,0
adolf freys pike quenelles,	fish	german,pike skinned boned water allpurpose_flour eggs butter unsalted salt fresh ground pepper eggs yolks chicken_stock hmmade can heavy_cream salt fresh ground pepper shredded parmesan_cheese,0
aduki  squash soup,	vegetarian	soups/stews,dried aduki_beans butternut_squash water onions chopped carrots sliced balsamic_vinegar bay_leaves dried_savory sprig_fresh rosemary or_ried rosemary barley_miso,0
aduki beans,	kaz,aduki_beans water strip_kombu seaweed tsp sea_salt,0
advocaat  dutch eggnog,	ethnic	beverages	alcohol,eggs level_teaspoon salt sugar cognac level_teaspoons vanilla_essence extract i_think,0
advokaat,	drinks	alcohol,sugar vanilla sugar milk egg_yolks grain_alcohol percent,0
ae mono spinach sesame dressing,	japanese	salads,fresh_spinach stemmed toasted_sesame seeds japanese_soy sauce mirin_or dry_sherry sugar fresh flowers opp garnish,0
aebleskiver danish pancake balls,	danish,flour sugar salt optional baking_powder eggs separated cream milk,0
aebleskivers,	pastry	danish,egg separated buttermilk sugar salt flour baking_powder baking_soda cardamom,0
aelplermagronen the alpine farmers macaroni,	extras	pastas	cheese/eggs,potatoes onions butter clove_garlic mashed whipping_cream macaroni cooked salt freshly_ground pepper gruyere_cheese vacherin fribourg cheese cooking_apples lbs clove vanilla_bean slit_open granulated_sugar stick_cinnamon water lemon_juice optional,0
aelplermagronen the alpine farmers macaroni,	extras	pastas	cheese/eggs,potatoes onions butter clove_garlic mashed whipping_cream macaroni cooked salt freshly_ground pepper gruyere_cheese vacherin fribourg cheese cooking_apples lbs clove vanilla_bean slit_open granulated_sugar stick_cinnamon water lemon_juice optional,0
afelia braised pork coriander,	pork	ethnic,karen_mintzias pork_fillet leg loin butter new_potatoes peeled small mushrooms red_wine salt freshly_ground black_pepper crushed coriander_seeds,0
afghan chicken,	poultry,stephen_ceideburg cloves_garlic salt plain wholemilk yogurt juice and pulp large lemon tablespoons cracked_black pepper whole chicken_breasts about pounds,0
african  chow  mein,	kaz,ground_beef chopped onion chopped celery,0
african green pepper  spinach,	vegetables,onion chopped green pepper chopped oil tomato chopped fresh_spinach stems_removed salt pepper peanut_butter,0
african special curry powder,	spice mix,coriander cumin _lb fenugreek mustard_seeds poppy_seed bay_leaves cardamom cloves peppercorns,0
african squash  yams futari,	vegetables,onion chopped oil hubbard_squash pared and cut_into inch_pieces yams sweet_potatoes pared cut_into pieces coconut_milk salt ground_cinnamon ground cloves,0
african stew curry powder,	spice mix,cumin black_pepper turmeric cloves cinnamon,0
